search,input_length,date,time,datetime
,44,9/7/17,1:39:15,9/7/17 1:39
,48,9/7/17,1:34:32,9/7/17 1:34
,48,9/7/17,1:34:29,9/7/17 1:34
,42,9/7/17,1:34:26,9/7/17 1:34
,34,9/7/17,1:34:00,9/7/17 1:34
,36,9/7/17,1:33:35,9/7/17 1:33
,35,9/7/17,1:33:01,9/7/17 1:33
,29,9/7/17,1:32:51,9/7/17 1:32
,29,9/7/17,1:32:48,9/7/17 1:32
,44,9/7/17,0:37:13,9/7/17 0:37
,37,9/7/17,0:37:09,9/7/17 0:37
,58,9/7/17,0:36:14,9/7/17 0:36
,53,9/7/17,0:36:15,9/7/17 0:36
,35,9/7/17,0:36:08,9/7/17 0:36
,21,9/7/17,0:00:35,9/7/17 0:00
,15,9/6/17,22:46:19,9/6/17 22:46
,28,9/6/17,22:46:19,9/6/17 22:46
,27,9/6/17,22:00:07,9/6/17 22:00
,34,9/6/17,21:59:49,9/6/17 21:59
,24,9/6/17,21:58:40,9/6/17 21:58
,31,9/6/17,21:51:55,9/6/17 21:51
,27,9/6/17,21:47:45,9/6/17 21:47
,23,9/6/17,21:45:55,9/6/17 21:45
,30,9/6/17,21:45:45,9/6/17 21:45
,39,9/6/17,19:44:00,9/6/17 19:44
,22,9/6/17,19:41:20,9/6/17 19:41
,47,9/6/17,6:26:27,9/6/17 6:26
,24,9/6/17,6:23:23,9/6/17 6:23
,24,9/6/17,5:23:47,9/6/17 5:23
,38,9/6/17,1:53:00,9/6/17 1:53
,26,9/6/17,1:52:52,9/6/17 1:52
,17,9/6/17,1:42:45,9/6/17 1:42
,21,9/5/17,18:12:58,9/5/17 18:12
,19,9/5/17,3:27:27,9/5/17 3:27
,24,9/5/17,3:02:57,9/5/17 3:02
,5,9/5/17,2:09:54,9/5/17 2:09
,23,9/5/17,1:09:53,9/5/17 1:09
,24,9/5/17,1:06:43,9/5/17 1:06
,9,9/5/17,1:04:50,9/5/17 1:04
,37,9/5/17,0:41:44,9/5/17 0:41
,27,9/5/17,0:38:31,9/5/17 0:38
,15,9/4/17,19:41:32,9/4/17 19:41
,31,9/4/17,19:11:31,9/4/17 19:11
,28,9/4/17,19:11:23,9/4/17 19:11
,18,9/4/17,16:35:28,9/4/17 16:35
,21,9/4/17,16:35:46,9/4/17 16:35
,17,9/4/17,9:49:09,9/4/17 9:49
,35,9/4/17,5:11:15,9/4/17 5:11
,33,9/4/17,5:08:11,9/4/17 5:08
,20,9/4/17,3:51:12,9/4/17 3:51
,27,9/4/17,3:51:19,9/4/17 3:51
,18,9/4/17,2:25:26,9/4/17 2:25
,17,9/4/17,1:39:43,9/4/17 1:39
,37,9/4/17,1:14:12,9/4/17 1:14
,52,9/4/17,0:47:46,9/4/17 0:47
,20,9/4/17,0:35:25,9/4/17 0:35
,20,9/4/17,0:34:26,9/4/17 0:34
,42,9/3/17,22:18:16,9/3/17 22:18
,42,9/3/17,6:24:59,9/3/17 6:24
,19,9/3/17,6:22:33,9/3/17 6:22
,23,9/3/17,6:22:52,9/3/17 6:22
,16,9/3/17,6:21:22,9/3/17 6:21
,13,9/3/17,6:19:43,9/3/17 6:19
,29,9/3/17,6:18:31,9/3/17 6:18
,15,9/3/17,6:17:42,9/3/17 6:17
,15,9/3/17,6:16:26,9/3/17 6:16
,28,9/3/17,5:11:01,9/3/17 5:11
,38,9/3/17,5:01:39,9/3/17 5:01
,37,9/3/17,5:01:34,9/3/17 5:01
,21,9/3/17,4:41:24,9/3/17 4:41
,31,9/2/17,14:11:26,9/2/17 14:11
,18,9/2/17,14:04:51,9/2/17 14:04
,17,9/2/17,9:13:06,9/2/17 9:13
,21,9/2/17,4:05:45,9/2/17 4:05
,43,9/2/17,4:03:20,9/2/17 4:03
,10,9/2/17,4:01:29,9/2/17 4:01
,16,9/2/17,2:56:12,9/2/17 2:56
,17,9/2/17,2:55:32,9/2/17 2:55
,23,9/2/17,2:54:48,9/2/17 2:54
,17,9/2/17,2:40:34,9/2/17 2:40
,21,9/2/17,2:31:56,9/2/17 2:31
,12,9/2/17,2:29:00,9/2/17 2:29
,18,9/2/17,2:29:38,9/2/17 2:29
,18,9/2/17,2:28:04,9/2/17 2:28
,28,9/1/17,1:59:58,9/1/17 1:59
,32,9/1/17,0:35:10,9/1/17 0:35
,31,9/1/17,0:00:24,9/1/17 0:00
,19,8/31/17,23:59:59,8/31/17 23:59
,29,8/31/17,23:16:10,8/31/17 23:16
,23,8/31/17,20:55:14,8/31/17 20:55
,21,8/31/17,20:08:07,8/31/17 20:08
,26,8/31/17,1:18:02,8/31/17 1:18
,40,8/31/17,1:18:43,8/31/17 1:18
,31,8/31/17,1:17:33,8/31/17 1:17
,22,8/31/17,1:15:39,8/31/17 1:15
,34,8/31/17,0:58:05,8/31/17 0:58
,40,8/31/17,0:53:16,8/31/17 0:53
,36,8/30/17,20:09:43,8/30/17 20:09
,14,8/30/17,19:56:13,8/30/17 19:56
,26,8/30/17,19:56:21,8/30/17 19:56
,28,8/30/17,19:05:50,8/30/17 19:05
,43,8/30/17,18:54:40,8/30/17 18:54
,20,8/30/17,18:42:37,8/30/17 18:42
,12,8/30/17,17:34:21,8/30/17 17:34
,32,8/30/17,5:40:22,8/30/17 5:40
,9,8/30/17,5:22:10,8/30/17 5:22
,24,8/29/17,22:43:48,8/29/17 22:43
,43,8/29/17,21:16:26,8/29/17 21:16
,41,8/29/17,21:16:09,8/29/17 21:16
,17,8/29/17,21:15:55,8/29/17 21:15
,19,8/29/17,20:25:52,8/29/17 20:25
,14,8/29/17,20:04:53,8/29/17 20:04
,35,8/29/17,17:30:23,8/29/17 17:30
,17,8/29/17,17:28:33,8/29/17 17:28
,40,8/29/17,5:46:25,8/29/17 5:46
,26,8/29/17,5:30:08,8/29/17 5:30
,23,8/29/17,5:29:32,8/29/17 5:29
,5,8/29/17,5:28:03,8/29/17 5:28
,5,8/29/17,5:28:00,8/29/17 5:28
,26,8/29/17,5:28:50,8/29/17 5:28
,26,8/29/17,5:28:15,8/29/17 5:28
,9,8/29/17,5:27:36,8/29/17 5:27
,26,8/29/17,5:26:34,8/29/17 5:26
,28,8/28/17,22:52:27,8/28/17 22:52
,21,8/28/17,22:27:32,8/28/17 22:27
,18,8/28/17,22:26:45,8/28/17 22:26
,17,8/28/17,22:19:37,8/28/17 22:19
,14,8/28/17,22:04:50,8/28/17 22:04
,33,8/28/17,21:55:47,8/28/17 21:55
,21,8/28/17,21:55:41,8/28/17 21:55
,35,8/28/17,21:55:08,8/28/17 21:55
,22,8/28/17,21:55:17,8/28/17 21:55
,23,8/28/17,21:53:10,8/28/17 21:53
,20,8/28/17,21:53:20,8/28/17 21:53
,15,8/28/17,21:19:37,8/28/17 21:19
,60,8/28/17,21:19:37,8/28/17 21:19
,19,8/28/17,18:05:07,8/28/17 18:05
,8,8/28/17,18:02:22,8/28/17 18:02
,16,8/28/17,17:54:35,8/28/17 17:54
,24,8/28/17,17:41:04,8/28/17 17:41
,47,8/28/17,17:40:32,8/28/17 17:40
,42,8/28/17,17:39:08,8/28/17 17:39
,28,8/28/17,17:34:57,8/28/17 17:34
,29,8/28/17,5:35:23,8/28/17 5:35
,20,8/28/17,5:34:45,8/28/17 5:34
,73,8/28/17,3:23:38,8/28/17 3:23
,29,8/28/17,3:22:04,8/28/17 3:22
,6,8/27/17,20:46:36,8/27/17 20:46
,7,8/27/17,20:46:12,8/27/17 20:46
,9,8/27/17,20:21:45,8/27/17 20:21
,30,8/27/17,19:31:18,8/27/17 19:31
,38,8/27/17,19:31:20,8/27/17 19:31
,12,8/26/17,19:03:26,8/26/17 19:03
,20,8/25/17,18:20:37,8/25/17 18:20
,14,8/25/17,17:21:30,8/25/17 17:21
,18,8/25/17,17:09:21,8/25/17 17:09
,5,8/25/17,16:40:08,8/25/17 16:40
,40,8/25/17,0:26:08,8/25/17 0:26
,22,8/24/17,23:06:41,8/24/17 23:06
,51,8/23/17,6:11:42,8/23/17 6:11
,39,8/23/17,6:11:56,8/23/17 6:11
,51,8/23/17,5:27:24,8/23/17 5:27
,10,8/23/17,5:26:04,8/23/17 5:26
,50,8/23/17,5:25:02,8/23/17 5:25
,49,8/23/17,5:25:00,8/23/17 5:25
,32,8/23/17,5:22:46,8/23/17 5:22
,39,8/17/17,5:45:04,8/17/17 5:45
,25,8/17/17,5:44:19,8/17/17 5:44
,35,8/17/17,5:44:32,8/17/17 5:44
,27,8/17/17,5:42:40,8/17/17 5:42
,22,8/16/17,20:22:17,8/16/17 20:22
,22,8/16/17,20:13:51,8/16/17 20:13
,14,8/16/17,20:10:19,8/16/17 20:10
,28,8/16/17,20:06:20,8/16/17 20:06
,36,8/16/17,20:06:25,8/16/17 20:06
,22,8/16/17,20:06:38,8/16/17 20:06
,31,8/16/17,20:06:41,8/16/17 20:06
,24,8/16/17,20:06:16,8/16/17 20:06
,31,8/16/17,19:58:42,8/16/17 19:58
,19,8/16/17,19:32:05,8/16/17 19:32
,16,8/16/17,19:29:28,8/16/17 19:29
,18,8/16/17,19:29:39,8/16/17 19:29
,17,8/16/17,19:15:27,8/16/17 19:15
,10,8/16/17,19:15:43,8/16/17 19:15
,20,8/16/17,17:30:55,8/16/17 17:30
,17,8/16/17,17:28:28,8/16/17 17:28
,4,8/16/17,17:28:08,8/16/17 17:28
,36,8/16/17,17:01:27,8/16/17 17:01
,27,8/16/17,17:01:23,8/16/17 17:01
,17,8/16/17,16:55:42,8/16/17 16:55
,25,8/16/17,4:17:27,8/16/17 4:17
,5,8/16/17,4:07:57,8/16/17 4:07
,25,8/16/17,1:29:53,8/16/17 1:29
,16,8/16/17,1:27:49,8/16/17 1:27
,24,8/16/17,1:23:09,8/16/17 1:23
,8,8/16/17,1:13:28,8/16/17 1:13
,8,8/16/17,1:13:24,8/16/17 1:13
,15,8/15/17,20:50:27,8/15/17 20:50
,11,8/15/17,20:49:47,8/15/17 20:49
,12,8/15/17,20:49:42,8/15/17 20:49
,13,8/15/17,20:46:10,8/15/17 20:46
,26,8/15/17,20:31:07,8/15/17 20:31
,39,8/15/17,19:55:15,8/15/17 19:55
,32,8/15/17,19:54:05,8/15/17 19:54
,38,8/15/17,19:52:24,8/15/17 19:52
,24,8/15/17,19:51:39,8/15/17 19:51
,26,8/15/17,19:50:15,8/15/17 19:50
,30,8/15/17,19:48:21,8/15/17 19:48
,18,8/15/17,19:47:48,8/15/17 19:47
,22,8/15/17,19:45:43,8/15/17 19:45
,37,8/15/17,19:44:37,8/15/17 19:44
,16,8/15/17,19:41:14,8/15/17 19:41
,24,8/15/17,19:41:14,8/15/17 19:41
,7,8/15/17,19:40:08,8/15/17 19:40
,19,8/15/17,19:25:13,8/15/17 19:25
,28,8/15/17,19:17:33,8/15/17 19:17
,21,8/15/17,19:16:41,8/15/17 19:16
,27,8/15/17,19:12:19,8/15/17 19:12
,17,8/15/17,19:11:39,8/15/17 19:11
,17,8/15/17,16:44:44,8/15/17 16:44
,25,8/15/17,16:39:16,8/15/17 16:39
,12,8/11/17,9:49:13,8/11/17 9:49
,21,8/11/17,9:37:07,8/11/17 9:37
,11,8/11/17,8:24:03,8/11/17 8:24
,52,8/11/17,8:13:56,8/11/17 8:13
,13,8/11/17,0:56:44,8/11/17 0:56
,22,8/11/17,0:52:55,8/11/17 0:52
,39,8/10/17,23:31:29,8/10/17 23:31
,35,8/10/17,20:13:57,8/10/17 20:13
,25,8/10/17,20:09:08,8/10/17 20:09
,21,8/10/17,19:54:18,8/10/17 19:54
,15,8/10/17,19:54:30,8/10/17 19:54
,27,8/10/17,19:51:59,8/10/17 19:51
,25,8/10/17,19:25:11,8/10/17 19:25
,15,8/10/17,5:29:25,8/10/17 5:29
,13,8/10/17,5:22:34,8/10/17 5:22
,8,8/10/17,5:21:46,8/10/17 5:21
,25,8/9/17,22:49:26,8/9/17 22:49
,34,8/9/17,22:49:30,8/9/17 22:49
,29,8/9/17,22:37:45,8/9/17 22:37
,5,8/9/17,21:09:56,8/9/17 21:09
,23,8/9/17,21:09:22,8/9/17 21:09
,26,8/9/17,20:32:26,8/9/17 20:32
,15,8/9/17,20:11:16,8/9/17 20:11
,24,8/9/17,20:04:36,8/9/17 20:04
,12,8/9/17,20:04:50,8/9/17 20:04
,14,8/9/17,19:36:34,8/9/17 19:36
,19,8/9/17,19:13:47,8/9/17 19:13
,13,8/9/17,18:08:17,8/9/17 18:08
,19,8/9/17,18:08:31,8/9/17 18:08
,34,8/9/17,7:14:00,8/9/17 7:14
,16,8/9/17,7:13:46,8/9/17 7:13
,35,8/9/17,6:26:39,8/9/17 6:26
,20,8/7/17,18:35:56,8/7/17 18:35
,4,8/6/17,23:57:07,8/6/17 23:57
,35,8/6/17,22:55:35,8/6/17 22:55
,20,8/6/17,19:06:11,8/6/17 19:06
,22,8/6/17,19:03:41,8/6/17 19:03
,7,8/4/17,22:15:53,8/4/17 22:15
,4,8/4/17,21:10:05,8/4/17 21:10
,12,8/4/17,21:07:57,8/4/17 21:07
,13,8/4/17,20:25:15,8/4/17 20:25
,6,8/4/17,19:55:34,8/4/17 19:55
,116,8/3/17,23:23:19,8/3/17 23:23
,20,8/3/17,22:52:26,8/3/17 22:52
,16,8/3/17,22:33:39,8/3/17 22:33
,26,8/3/17,21:47:16,8/3/17 21:47
,13,8/3/17,21:47:11,8/3/17 21:47
,26,8/3/17,21:39:27,8/3/17 21:39
,12,8/3/17,21:38:57,8/3/17 21:38
,16,8/3/17,18:49:30,8/3/17 18:49
,27,8/3/17,17:46:02,8/3/17 17:46
,28,8/3/17,17:45:56,8/3/17 17:45
,23,8/3/17,17:45:53,8/3/17 17:45
,22,8/3/17,17:35:13,8/3/17 17:35
,27,8/3/17,17:25:36,8/3/17 17:25
,16,8/3/17,17:24:51,8/3/17 17:24
,22,8/3/17,17:24:51,8/3/17 17:24
,19,8/3/17,17:08:51,8/3/17 17:08
,21,8/3/17,17:06:13,8/3/17 17:06
,27,8/3/17,17:06:57,8/3/17 17:06
,18,8/3/17,17:00:32,8/3/17 17:00
,54,8/3/17,16:58:45,8/3/17 16:58
,43,8/3/17,16:57:33,8/3/17 16:57
,41,8/3/17,16:55:46,8/3/17 16:55
,24,8/3/17,16:52:11,8/3/17 16:52
,23,8/3/17,16:52:31,8/3/17 16:52
,37,8/3/17,16:50:30,8/3/17 16:50
,49,8/3/17,16:48:43,8/3/17 16:48
,32,8/3/17,16:47:52,8/3/17 16:47
,27,8/3/17,16:47:40,8/3/17 16:47
,21,8/3/17,16:45:18,8/3/17 16:45
,24,8/3/17,16:44:22,8/3/17 16:44
,23,8/3/17,16:41:28,8/3/17 16:41
,43,8/3/17,16:41:23,8/3/17 16:41
,22,8/3/17,16:41:49,8/3/17 16:41
,44,8/3/17,16:30:07,8/3/17 16:30
,23,8/3/17,16:29:28,8/3/17 16:29
,13,8/3/17,16:27:57,8/3/17 16:27
,28,8/3/17,16:25:59,8/3/17 16:25
,19,8/3/17,16:24:28,8/3/17 16:24
,20,8/3/17,16:23:50,8/3/17 16:23
,34,8/3/17,16:12:44,8/3/17 16:12
,24,8/3/17,16:12:18,8/3/17 16:12
,20,8/3/17,16:11:57,8/3/17 16:11
,17,8/1/17,18:40:29,8/1/17 18:40
,23,8/1/17,18:30:39,8/1/17 18:30
,10,8/1/17,18:20:29,8/1/17 18:20
,27,8/1/17,7:38:13,8/1/17 7:38
,24,8/1/17,6:05:04,8/1/17 6:05
,22,8/1/17,5:57:07,8/1/17 5:57
,12,8/1/17,5:56:50,8/1/17 5:56
,23,8/1/17,5:56:31,8/1/17 5:56
,16,8/1/17,5:56:45,8/1/17 5:56
,116,7/31/17,23:13:16,7/31/17 23:13
,59,7/31/17,23:03:48,7/31/17 23:03
,116,7/31/17,22:44:27,7/31/17 22:44
,26,7/31/17,22:43:59,7/31/17 22:43
,21,7/31/17,22:42:15,7/31/17 22:42
,18,7/31/17,22:28:20,7/31/17 22:28
,24,7/31/17,22:27:44,7/31/17 22:27
,12,7/31/17,22:18:00,7/31/17 22:18
,16,7/31/17,22:18:38,7/31/17 22:18
,18,7/31/17,22:17:20,7/31/17 22:17
,16,7/31/17,22:17:29,7/31/17 22:17
,38,7/31/17,22:17:12,7/31/17 22:17
,28,7/31/17,22:16:57,7/31/17 22:16
,16,7/31/17,22:14:43,7/31/17 22:14
,15,7/31/17,22:00:00,7/31/17 22:00
,30,7/31/17,22:00:40,7/31/17 22:00
,10,7/31/17,21:59:59,7/31/17 21:59
,29,7/31/17,21:58:05,7/31/17 21:58
,35,7/31/17,21:57:57,7/31/17 21:57
,23,7/31/17,21:57:41,7/31/17 21:57
,39,7/31/17,21:52:30,7/31/17 21:52
,18,7/31/17,20:55:39,7/31/17 20:55
,17,7/31/17,20:53:08,7/31/17 20:53
,18,7/31/17,19:54:31,7/31/17 19:54
,18,7/31/17,19:53:50,7/31/17 19:53
,50,7/31/17,19:51:07,7/31/17 19:51
,38,7/31/17,19:50:38,7/31/17 19:50
,35,7/31/17,19:03:19,7/31/17 19:03
,22,7/31/17,19:03:26,7/31/17 19:03
,28,7/31/17,19:01:01,7/31/17 19:01
,37,7/31/17,19:01:18,7/31/17 19:01
,26,7/31/17,19:00:29,7/31/17 19:00
,32,7/31/17,19:00:52,7/31/17 19:00
,27,7/31/17,19:00:16,7/31/17 19:00
,34,7/31/17,18:59:47,7/31/17 18:59
,27,7/31/17,18:56:26,7/31/17 18:56
,21,7/31/17,18:55:11,7/31/17 18:55
,30,7/31/17,18:54:04,7/31/17 18:54
,18,7/31/17,18:50:50,7/31/17 18:50
,14,7/31/17,18:50:30,7/31/17 18:50
,19,7/31/17,18:30:23,7/31/17 18:30
,11,7/31/17,18:30:47,7/31/17 18:30
,11,7/31/17,18:26:09,7/31/17 18:26
,14,7/31/17,18:17:07,7/31/17 18:17
,28,7/31/17,17:38:46,7/31/17 17:38
,33,7/31/17,17:37:20,7/31/17 17:37
,9,7/30/17,22:13:28,7/30/17 22:13
,19,7/30/17,21:54:52,7/30/17 21:54
,13,7/30/17,21:49:10,7/30/17 21:49
,14,7/30/17,21:48:58,7/30/17 21:48
,30,7/30/17,21:41:56,7/30/17 21:41
,23,7/30/17,18:34:13,7/30/17 18:34
,30,7/30/17,18:34:36,7/30/17 18:34
,19,7/28/17,20:03:20,7/28/17 20:03
,31,7/28/17,20:03:26,7/28/17 20:03
,21,7/28/17,19:20:58,7/28/17 19:20
,15,7/28/17,19:19:51,7/28/17 19:19
,28,7/28/17,18:49:42,7/28/17 18:49
,26,7/28/17,18:49:47,7/28/17 18:49
,34,7/28/17,18:47:09,7/28/17 18:47
,22,7/28/17,18:16:17,7/28/17 18:16
,27,7/28/17,18:15:17,7/28/17 18:15
,22,7/28/17,18:15:14,7/28/17 18:15
,15,7/28/17,18:11:56,7/28/17 18:11
,18,7/28/17,5:23:09,7/28/17 5:23
,21,7/28/17,5:23:31,7/28/17 5:23
,28,7/28/17,2:20:37,7/28/17 2:20
,12,7/28/17,0:57:23,7/28/17 0:57
,22,7/27/17,18:47:00,7/27/17 18:47
,40,7/27/17,18:43:05,7/27/17 18:43
,37,7/27/17,18:42:59,7/27/17 18:42
,27,7/27/17,18:40:10,7/27/17 18:40
,24,7/27/17,18:40:10,7/27/17 18:40
,27,7/27/17,17:55:28,7/27/17 17:55
,21,7/27/17,17:52:29,7/27/17 17:52
,23,7/27/17,17:51:02,7/27/17 17:51
,17,7/27/17,17:35:32,7/27/17 17:35
,48,7/27/17,17:32:49,7/27/17 17:32
,38,7/27/17,17:31:33,7/27/17 17:31
,18,7/27/17,6:03:03,7/27/17 6:03
,25,7/27/17,3:58:08,7/27/17 3:58
,28,7/27/17,3:05:57,7/27/17 3:05
,25,7/26/17,20:30:06,7/26/17 20:30
,16,7/26/17,15:54:35,7/26/17 15:54
,21,7/26/17,14:32:29,7/26/17 14:32
,28,7/26/17,1:00:58,7/26/17 1:00
,19,7/26/17,0:54:06,7/26/17 0:54
,27,7/26/17,0:46:38,7/26/17 0:46
,18,7/26/17,0:40:31,7/26/17 0:40
,12,7/25/17,21:42:40,7/25/17 21:42
,21,7/25/17,21:07:06,7/25/17 21:07
,44,7/25/17,21:01:26,7/25/17 21:01
,9,7/25/17,21:01:26,7/25/17 21:01
,21,7/25/17,21:01:40,7/25/17 21:01
,19,7/25/17,20:32:35,7/25/17 20:32
,15,7/25/17,20:05:02,7/25/17 20:05
,10,7/25/17,19:14:26,7/25/17 19:14
,27,7/25/17,18:01:38,7/25/17 18:01
,22,7/25/17,17:49:09,7/25/17 17:49
,9,7/25/17,7:28:12,7/25/17 7:28
,25,7/25/17,5:47:13,7/25/17 5:47
,26,7/25/17,5:44:23,7/25/17 5:44
,17,7/25/17,5:44:12,7/25/17 5:44
,33,7/25/17,5:37:56,7/25/17 5:37
,39,7/25/17,5:01:16,7/25/17 5:01
,4,7/25/17,4:52:29,7/25/17 4:52
,25,7/25/17,4:50:26,7/25/17 4:50
,30,7/25/17,4:49:00,7/25/17 4:49
,17,7/25/17,4:49:49,7/25/17 4:49
,24,7/25/17,4:48:32,7/25/17 4:48
,27,7/25/17,4:47:05,7/25/17 4:47
,28,7/25/17,2:15:33,7/25/17 2:15
,27,7/25/17,2:08:35,7/25/17 2:08
,37,7/25/17,2:05:11,7/25/17 2:05
,28,7/24/17,21:10:18,7/24/17 21:10
,28,7/24/17,21:09:38,7/24/17 21:09
,20,7/24/17,19:43:48,7/24/17 19:43
,21,7/24/17,19:38:07,7/24/17 19:38
,36,7/24/17,18:29:30,7/24/17 18:29
,28,7/24/17,3:09:36,7/24/17 3:09
,29,7/24/17,2:40:38,7/24/17 2:40
,22,7/24/17,2:36:57,7/24/17 2:36
,31,7/24/17,2:32:02,7/24/17 2:32
,24,7/24/17,2:30:34,7/24/17 2:30
,17,7/24/17,2:22:02,7/24/17 2:22
,19,7/24/17,2:21:13,7/24/17 2:21
,15,7/21/17,3:06:33,7/21/17 3:06
,15,7/21/17,2:20:39,7/21/17 2:20
,19,7/21/17,2:19:35,7/21/17 2:19
,17,7/21/17,1:54:51,7/21/17 1:54
,34,7/20/17,19:08:48,7/20/17 19:08
,5,7/20/17,18:38:35,7/20/17 18:38
,11,7/20/17,18:26:35,7/20/17 18:26
,12,7/20/17,18:25:35,7/20/17 18:25
,15,7/20/17,18:18:17,7/20/17 18:18
,17,7/20/17,18:18:42,7/20/17 18:18
,31,7/20/17,18:17:49,7/20/17 18:17
,31,7/20/17,18:17:40,7/20/17 18:17
,21,7/20/17,18:13:44,7/20/17 18:13
,21,7/20/17,18:13:42,7/20/17 18:13
,7,7/20/17,18:10:35,7/20/17 18:10
,25,7/20/17,18:10:03,7/20/17 18:10
,25,7/20/17,18:10:01,7/20/17 18:10
,15,7/20/17,18:10:47,7/20/17 18:10
,13,7/20/17,18:10:23,7/20/17 18:10
,29,7/20/17,18:10:56,7/20/17 18:10
,29,7/20/17,18:10:15,7/20/17 18:10
,25,7/20/17,18:09:20,7/20/17 18:09
,19,7/20/17,18:09:31,7/20/17 18:09
,19,7/20/17,18:09:28,7/20/17 18:09
,11,7/20/17,18:04:44,7/20/17 18:04
,8,7/20/17,17:53:29,7/20/17 17:53
,23,7/20/17,17:49:13,7/20/17 17:49
,28,7/20/17,17:49:07,7/20/17 17:49
,10,7/20/17,17:36:40,7/20/17 17:36
,19,7/20/17,7:47:25,7/20/17 7:47
,10,7/20/17,7:46:34,7/20/17 7:46
,24,7/20/17,7:46:49,7/20/17 7:46
,39,7/20/17,6:49:48,7/20/17 6:49
,17,7/20/17,3:34:28,7/20/17 3:34
,22,7/20/17,2:43:05,7/20/17 2:43
,36,7/19/17,23:48:03,7/19/17 23:48
,9,7/19/17,23:48:27,7/19/17 23:48
,45,7/19/17,23:41:24,7/19/17 23:41
,19,7/19/17,23:38:37,7/19/17 23:38
,19,7/19/17,23:38:25,7/19/17 23:38
,28,7/19/17,23:35:47,7/19/17 23:35
,19,7/19/17,23:34:25,7/19/17 23:34
,40,7/19/17,23:32:14,7/19/17 23:32
,27,7/18/17,21:10:06,7/18/17 21:10
,19,7/18/17,20:27:01,7/18/17 20:27
,4,7/18/17,20:26:10,7/18/17 20:26
,18,7/18/17,19:49:00,7/18/17 19:49
,39,7/18/17,19:49:03,7/18/17 19:49
,23,7/18/17,19:34:10,7/18/17 19:34
,29,7/18/17,19:17:31,7/18/17 19:17
,23,7/18/17,19:16:07,7/18/17 19:16
,26,7/18/17,19:14:46,7/18/17 19:14
,18,7/18/17,19:12:51,7/18/17 19:12
,44,7/18/17,19:11:36,7/18/17 19:11
,30,7/18/17,19:11:22,7/18/17 19:11
,17,7/18/17,19:10:41,7/18/17 19:10
,18,7/18/17,19:10:44,7/18/17 19:10
,30,7/18/17,18:27:47,7/18/17 18:27
,14,7/18/17,17:30:02,7/18/17 17:30
,15,7/18/17,17:30:45,7/18/17 17:30
,9,7/18/17,17:17:05,7/18/17 17:17
,34,7/18/17,5:39:00,7/18/17 5:39
,25,7/18/17,5:38:51,7/18/17 5:38
,22,7/18/17,5:32:17,7/18/17 5:32
,32,7/18/17,5:31:51,7/18/17 5:31
,28,7/18/17,5:31:35,7/18/17 5:31
,16,7/18/17,3:02:46,7/18/17 3:02
,29,7/18/17,1:57:18,7/18/17 1:57
,34,7/18/17,1:57:28,7/18/17 1:57
,28,7/17/17,22:57:20,7/17/17 22:57
,34,7/17/17,22:57:25,7/17/17 22:57
,48,7/17/17,22:46:22,7/17/17 22:46
,17,7/17/17,22:25:57,7/17/17 22:25
,31,7/17/17,22:24:29,7/17/17 22:24
,10,7/17/17,22:23:42,7/17/17 22:23
,19,7/17/17,22:02:44,7/17/17 22:02
,26,7/17/17,22:02:32,7/17/17 22:02
,23,7/17/17,22:01:50,7/17/17 22:01
,21,7/17/17,22:01:12,7/17/17 22:01
,17,7/17/17,22:00:56,7/17/17 22:00
,11,7/17/17,21:54:42,7/17/17 21:54
,22,7/17/17,21:51:00,7/17/17 21:51
,22,7/17/17,21:51:23,7/17/17 21:51
,16,7/17/17,21:33:00,7/17/17 21:33
,23,7/17/17,21:29:01,7/17/17 21:29
,24,7/16/17,5:00:32,7/16/17 5:00
,17,7/15/17,18:33:02,7/15/17 18:33
,12,7/15/17,3:58:34,7/15/17 3:58
,20,7/14/17,21:47:03,7/14/17 21:47
,53,7/14/17,21:35:24,7/14/17 21:35
,63,7/14/17,21:33:03,7/14/17 21:33
,126,7/14/17,21:31:47,7/14/17 21:31
,67,7/14/17,21:31:06,7/14/17 21:31
,32,7/14/17,21:30:53,7/14/17 21:30
,50,7/14/17,21:30:59,7/14/17 21:30
,19,7/14/17,20:31:21,7/14/17 20:31
,30,7/14/17,19:39:52,7/14/17 19:39
,46,7/14/17,19:26:39,7/14/17 19:26
,14,7/14/17,19:14:44,7/14/17 19:14
,26,7/14/17,18:57:34,7/14/17 18:57
,37,7/14/17,18:57:56,7/14/17 18:57
,4,7/14/17,17:44:52,7/14/17 17:44
,15,7/14/17,5:27:13,7/14/17 5:27
,93,7/14/17,4:42:27,7/14/17 4:42
,93,7/13/17,23:51:07,7/13/17 23:51
,135,7/13/17,23:50:49,7/13/17 23:50
,78,7/13/17,23:50:11,7/13/17 23:50
,49,7/13/17,23:49:58,7/13/17 23:49
,98,7/13/17,23:47:29,7/13/17 23:47
,75,7/13/17,23:40:42,7/13/17 23:40
,10,7/13/17,20:10:36,7/13/17 20:10
,17,7/13/17,19:56:16,7/13/17 19:56
,35,7/13/17,19:56:48,7/13/17 19:56
,18,7/13/17,19:55:06,7/13/17 19:55
,18,7/13/17,19:55:24,7/13/17 19:55
,29,7/13/17,19:54:27,7/13/17 19:54
,13,7/13/17,19:44:20,7/13/17 19:44
,20,7/13/17,17:11:43,7/13/17 17:11
,19,7/13/17,16:44:17,7/13/17 16:44
